code,description,last_updated
99001003Patients receiving rrt,Pt rec'g rrt,2025-09-12
00001003Ace inhibitor (ace-i) or arb therapy prescribed during the measurement period,Ace-i/arb rx,2025-09-12
01001003Documentation of medical reason(s) for not prescribing ace inhibitor (ace-i) or,Med rsn no ace-i/arb rx,2025-09-12
02001003Documentation of patient reason(s) for not prescribing ace inhibitor or arb,Pt rsn no ace-i/arb rx,2025-09-12
"03001003Ace inhibitor or arb therapy not prescribed during the measurement period,",No rsn ace-i/arb rx,2025-09-12
"04001003Initial (index visit) numeric rating scale (nrs), visual rating scale (vrs), or",Ixv nrs vrs iqa >=4,2025-09-12
05001003Itch severity assessment score is reduced by 3 or more points from the initial,Isa reduced >=3,2025-09-12
06001003Itch severity assessment score was not reduced by at least 3 points from,Isa not red 3pts/no assess,2025-09-12
"07001003Patient is screened for food insecurity, housing instability, transportation",Pt scrn sdoh,2025-09-12
"08001003Patient is not screened for food insecurity, housing instability,",Pt no scrn sdoh,2025-09-12
"09001003At least two orders for high-risk medications from the same drug class, (table",>=2 same hi-rsk med w/o diag,2025-09-12
"10001003At least two orders for high-risk medications from the same drug class, (table",>=2 same meds tbl4 not ord,2025-09-12
11001003Most recent glycemic status assessment (hba1c or gmi) level > 9.0%,Gsa level>9.0%,2025-09-12
"12001003Glycemic status assessment (hba1c or gmi) level is missing, or was not",Missing gsa not perf,2025-09-12
13001003No history of spirometry results with confirmed airflow obstruction (fev1/fvc <,No hx spiro prs spiro>=70%,2025-09-12
14001003Spirometry results with confirmed airflow obstruction (fev1/fvc < 70%),Spiro results wth obs doc,2025-09-12
15001003Documentation of medical reason(s) for not documenting and reviewing spirometry,Med rsn for no doc spiro,2025-09-12
16001003No spirometry results with confirmed airflow obstruction (fev1/fvc < 70%),No spiro doc no res doc,2025-09-12
17001003Documentation of system reason(s) for not documenting and reviewing spirometry,Sys rsn no doc spiro,2025-09-12
"18001003Patient has copd symptoms (e.g., dyspnea, cough/sputum, wheezing)",Pt copd symptoms,2025-09-12
19001003Anaphylaxis due to the vaccine on or before the date of the encounter,Anphx due to vax,2025-09-12
20001003Dilated retinal eye exam with interpretation by an ophthalmologist or,Dre wth interp rtnopthy,2025-09-12
21001003Dilated retinal eye exam with interpretation by an ophthalmologist or,Dre w/o rtnopthy,2025-09-12
"22001003Glaucoma plan of care not documented, reason not otherwise specified",Glaucoma pln of care not doc,2025-09-12
23001003Glaucoma plan of care documented,Glaucoma plan of care doc,2025-09-12
24001003Intraocular pressure (iop) reduced by a value less than 20% from the,Iop dec <20% from base,2025-09-12
25001003Intraocular pressure (iop) reduced by a value of greater than or equal to 20%,Iop dec>=20% from base,2025-09-12
"26001003Iop measurement not documented, reason not otherwise specified",Iop not doc,2025-09-12
27001003Evidence-based therapy was prescribed,Eb therapy prescribed,2025-09-12
"28001003Patient, who has a reactive hcv antibody test, and has a follow up hcv viral",Pt + hcv aby +vir w/ rx 3 mo,2025-09-12
"29001003Patient, who has a reactive hcv antibody test, and has a follow up hcv viral",Pt w/ +hcv +vir ref win 1 mo,2025-09-12
30001003Patient has a reactive hcv antibody test and does not have a follow up hcv,Pt hcv rctv aby no f/u tst,2025-09-12
31001003Patient receives hcv antibody test with nonreactive result,Pt hcv tst no reactive res,2025-09-12
32001003Patient receives hcv antibody test with reactive result,Pt hcv tst reactive result,2025-09-12
33001003Patient does not receive hcv antibody test or patient does receive hcv antibody,Pt no hcv aby or result,2025-09-12
"34001003Patient has a reactive hcv antibody test, and has a follow up hcv viral test",Pt hcv rctv aby f/u neg,2025-09-12
35001003Documentation or patient report of hcv antibody test or hcv rna test which,Doc pt hcv aby rna tst,2025-09-12
36001003Baseline mrs > 2,Baseline mrs > 2,2025-09-12
"37001003Patient reason for not screening for food insecurity, housing instability,",Pt rsn no scrn,2025-09-12
38001003Documentation that administration of second recombinant zoster vaccine could,Doc 2nd recom hzv 2-6 mo int,2025-09-12
39001003Patient did not respond to the question of patient felt heard and understood by,Pt no resp heard,2025-09-12
40001003Patient did not respond to the question of patient felt this provider and team,Pt no resp best int,2025-09-12
41001003Patient did not respond to the question of patient felt this provider and team,Pt no resp seen as person,2025-09-12
42001003Patient did not respond to the question of patient felt this provider and team,Pt no resp imprt to me,2025-09-12
"43001003Patient provided a response other than ""completely true"" for the question of",Pt othr thn true heard,2025-09-12
"44001003Patient provided a response other than ""completely true"" for the question of",Pt othr thn true best int,2025-09-12
"45001003Patient provided a response other than ""completely true"" for the question of",Pt othr thn true person,2025-09-12
"46001003Patient provided a response other than ""completely true"" for the question of",Pt othr thn true imprt to me,2025-09-12
"47001003Patient responded ""completely true"" for the question of patient felt this",Pt resp true best int,2025-09-12
"48001003Patient responded ""completely true"" for the question of patient felt this",Pt resp true seen as person,2025-09-12
"49001003Patient responded ""completely true"" for the question of patient felt this",Pt resp true imprt to me,2025-09-12
"50001003Patient responded as ""completely true"" for the question of patient felt heard",Pt resp true heard,2025-09-12
51001003Patients for whom a proxy completed the entire hu survey on their behalf for,Pts proxy cmplt hu surv,2025-09-12
52001003Patients who did not complete at least one of the four patient experience hu,Pts no cmplt hu survey,2025-09-12
53001003Patients who respond on the patient experience hu survey that they did not,Pts hu surv no amb plltv,2025-09-12
54001003Patients who were deceased when the hu survey reached them,Pts deceased prior hu surv,2025-09-12
55001003Patients who have another reason for visiting the clinic [not prenatal or,"Pts w/ othr rsn vst,+prg tst",2025-09-12
56001003Prior history of known cvd,Prior history of known cvd,2025-09-12
"57001003Cvd risk assessment not performed or incomplete (e.g., cvd risk assessment was",Cvd risk assess not perf,2025-09-12
"58001003Cvd risk assessment performed, have a documented calculated risk score",Cvd risk assess perf,2025-09-12
59001003Patient status documented within the first year of initiating dialysis,Pt stat doc <= 1 yr dialysis,2025-09-12
60001003Patient status not documented within the first year of initiating dialysis,Pt not doc <= 1 yr dialysis,2025-09-12
61001003Patients that were on the kidney or kidney-pancreas waitlist prior to,Pts on wtlist bef dialysis,2025-09-12
62001003Patients who had a transplant prior to initiation of dialysis,Pts transplt bef dialysis,2025-09-12
63001003Patients in hospice on their initiation of dialysis date or during the month of,Pts hosp dialysis dt,2025-09-12
64001003Patients age 75 or older on their initiation of dialysis date,Pts 75+ dialysis dt,2025-09-12
65001003Cms medical evidence form 2728 for dialysis patients: initial form completed,Cms 2728 completed,2025-09-12
66001003Patients admitted to a skilled nursing facility (snf),Pts admit snf,2025-09-12
67001003Patients not observed in active status on any kidney or kidney-pancreas,Pt no act kid transplt wtlst,2025-09-12
68001003Patients observed in active status on any kidney or kidney-pancreas transplant,Pt ac stat kid trnsplt wtlst,2025-09-12
69001003Receiving esrd mcp dialysis services by the provider on the last day of the,Rec'd esrd mcp lst day of mo,2025-09-12
70001003Patients not on any kidney or kidney-pancreas transplant waitlist as of the,Pts no kid transplt wtlst,2025-09-12
71001003Patients with dementia at any time prior to or during the month,Pts dem any time/dur mo,2025-09-12
72001003Patients observed on any kidney or kidney-pancreas transplant waitlist as of,Pts kid transplt wtlst,2025-09-12
73001003Patients who were admitted to a skilled nursing facility (snf) within one year,Pts snf 1 yr dialysis,2025-09-12
74001003Patients who were admitted to a skilled nursing facility (snf) during the month,Pts snf exl mo,2025-09-12
75001003Patients determined to be in hospice were excluded from month of evaluation and,Pts hosp exl,2025-09-12
"76001003Bmi documented outside normal parameters, no follow-up plan documented, no",Calc bmi out nrm param nof/u,2025-09-12
77001003Colorectal cancer screening results documented and reviewed,Colorectal ca screen doc rev,2025-09-12
"78001003Elevated or hypertensive blood pressure reading documented, and the indicated","Pre-htn or htn doc, f/u indc",2025-09-12
"79001003Elevated or hypertensive blood pressure reading documented, indicated follow-up","Pre-htn/htn, no f/u, not gvn",2025-09-12
80001003Women who had a bilateral mastectomy or who have a history of a bilateral,Bilat mast/hx bi /unilat mas,2025-09-12
"81001003Blood pressure reading not documented, reason not given",Bp scrn no perf at interval,2025-09-12
82001003Patient screened for tobacco use and identified as a tobacco non-user,Pt scrn tbco id as non user,2025-09-12
83001003Patient screened for tobacco use and identified as a tobacco user,Pt scrn tbco and id as user,2025-09-12
84001003Patients age 66 or older in institutional special needs plans (snp) or residing,Pt 66+ snp or ltc pos > 90d,2025-09-12
"85001003Screening, diagnostic, film, digital or digital breast tomosynthesis (3d)",Scrn mam perf rslts not doc,2025-09-12
"86001003Bmi is documented as being outside of normal parameters, follow-up plan is not",Bmi doc onl fup not cmpltd,2025-09-12
87001003Bmi is documented below normal parameters and a follow-up plan is documented,Calc bmi blw low param f/u,2025-09-12
88001003Documented reason for not screening or recommending a follow-up for high blood,Doc rsn no hbp scrn or f/u,2025-09-12
89001003Patient identified as tobacco user did not receive tobacco cessation,No pt tbco cess interv rng,2025-09-12
90001003Patient not eligible due to active diagnosis of hypertension,Pt not eli d/t act dig htn,2025-09-12
92001003Patients 66 years of age and older with at least one claim/encounter for,Pt 66+ frail inpt adv ill,2025-09-12
93001003Bmi is documented above normal parameters and a follow-up plan is documented,Calc bmi abv up param f/u,2025-09-12
"94001003Normal blood pressure reading documented, follow-up not required",Bp scrn perf rec interval,2025-09-12
95001003Patients with a diagnosis or past history of total colectomy or colorectal,Pt hx tot col or colon ca,2025-09-12
96001003Bmi is documented within normal parameters and no follow-up plan is required,Calc bmi norm parameters,2025-09-12
97001003Bmi not documented due to medical reason or patient refusal of height or weight,Bmi not doc medrsn ptref,2025-09-12
98001003Documentation of patient pregnancy anytime during the measurement period prior,Doc pt preg dur msrmt pd,2025-09-12
99001003Influenza immunization administered or previously received,Flu immunize order/admin,2025-09-12
00001003Influenza immunization was not administered for reasons documented by clinician,Flu imm no admin doc rea,2025-09-12
01001003Patient identified as a tobacco user received tobacco cessation intervention,Pt recv tbco cess interv,2025-09-12
"02001003Screening, diagnostic, film digital or digital breast tomosynthesis (3d)",Scrn mam perf rslts doc,2025-09-12
03001003Hospice services provided to patient any time during the measurement period,Hospc serv dur meas pd,2025-09-12
